separator,schema,table_name,column_count,total_size,table_size,index_count,table_comment
--- TABLE ---,public,activity_logs,7,504 kB,288 kB,3,
--- TABLE ---,public,ai_requests,13,128 kB,8192 bytes,7,Tracks AI API requests for analytics and billing
--- TABLE ---,public,ai_settings,8,104 kB,8192 bytes,6,AI provider settings for users
--- TABLE ---,public,audit_logs,8,224 kB,104 kB,2,Application audit log for key security-sensitive actions.
--- TABLE ---,public,auto_reply_settings,22,40 kB,0 bytes,4,
--- TABLE ---,public,business_profile_history,8,1056 kB,344 kB,4,
--- TABLE ---,public,error_logs,24,88 kB,0 bytes,9,Centralized error logging for client and server-side errors
--- TABLE ---,public,gmb_accounts,18,312 kB,32 kB,13,
--- TABLE ---,public,gmb_locations,46,2928 kB,592 kB,38,Real-time enabled: Updates broadcast to subscribed clients
--- TABLE ---,public,gmb_media,13,4008 kB,1664 kB,15,Stores media items (photos/videos) from Google My Business locations
--- TABLE ---,public,gmb_metrics,10,96 kB,16 kB,3,
--- TABLE ---,public,gmb_performance_metrics,12,864 kB,192 kB,14,Stores daily performance metrics from Business Profile Performance API
--- TABLE ---,public,gmb_posts,24,120 kB,0 bytes,14,Stores GMB posts for composing and scheduling Business Profile posts
--- TABLE ---,public,gmb_questions,37,552 kB,48 kB,28,Real-time enabled: Changes broadcast to subscribed clients
--- TABLE ---,public,gmb_reviews,51,5784 kB,2312 kB,37,Stores Google My Business reviews with AI analysis and reply management
--- TABLE ---,public,gmb_search_keywords,12,6288 kB,1648 kB,13,Stores search keyword impressions from Business Profile Performance API
--- TABLE ---,public,gmb_sync_logs,12,624 kB,392 kB,3,
--- TABLE ---,public,notifications,18,64 kB,0 bytes,7,
--- TABLE ---,public,oauth_states,6,160 kB,24 kB,6,Stores temporary OAuth state parameters for secure OAuth flow
--- TABLE ---,public,performance_metrics,7,40 kB,0 bytes,4,
--- TABLE ---,public,profiles,10,168 kB,32 kB,6,
--- TABLE ---,public,rate_limit_requests,7,48 kB,0 bytes,5,
--- TABLE ---,public,sync_status,8,112 kB,16 kB,4,"Tracks GMB sync runs (status, progress, timings) for each user/account"
--- TABLE ---,public,weekly_task_recommendations,17,112 kB,8192 bytes,6,
separator,table_name,ordinal_position,column_name,data_type,full_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,underlying_type,column_comment
--- VIEW ---,public,v_error_summary," SELECT user_id,
    severity,
    count(*) AS error_count,
    count(
        CASE
            WHEN resolved THEN 1
            ELSE NULL::integer
        END) AS resolved_count,
    max(created_at) AS last_error
   FROM error_logs
  WHERE (created_at > (now() - '7 days'::interval))
  GROUP BY user_id, severity;",NO,NO,NO,NO,NO
--- VIEW ---,public,v_notification_summary," SELECT user_id,
    type,
    count(*) AS total_count,
    count(
        CASE
            WHEN (NOT read) THEN 1
            ELSE NULL::integer
        END) AS unread_count,
    max(created_at) AS last_notification
   FROM notifications
  WHERE (created_at > (now() - '30 days'::interval))
  GROUP BY user_id, type;",NO,NO,NO,NO,NO
--- VIEW ---,public,v_performance_summary," SELECT user_id,
    name,
    count(*) AS measurement_count,
    avg(value) AS avg_value,
    min(value) AS min_value,
    max(value) AS max_value,
    percentile_cont((0.5)::double precision) WITHIN GROUP (ORDER BY ((value)::double precision)) AS median_value,
    percentile_cont((0.95)::double precision) WITHIN GROUP (ORDER BY ((value)::double precision)) AS p95_value,
    max(""timestamp"") AS last_measured
   FROM performance_metrics
  WHERE (""timestamp"" > (now() - '24:00:00'::interval))
  GROUP BY user_id, name;",NO,NO,NO,NO,NO
separator,schema,function_name,arguments,return_type,volatility,kind,definition
--- FUNCTION ---,public,calculate_location_health_score,p_location_id uuid,integer,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.calculate_location_health_score(p_location_id uuid)
 RETURNS integer
 LANGUAGE plpgsql
 STABLE
AS $function$
        DECLARE
          v_score INTEGER := 0;
          v_profile_score INTEGER := 0;
          v_rating_score INTEGER := 0;
          v_loc RECORD;
        BEGIN
          -- Simplified version
          SELECT * INTO v_loc
          FROM public.gmb_locations
          WHERE id = p_location_id;
          
          IF NOT FOUND THEN
            RETURN 0;
          END IF;
          
          -- Basic scoring
          IF v_loc.location_name IS NOT NULL THEN
            v_profile_score := v_profile_score + 20;
          END IF;
          
          IF v_loc.rating IS NOT NULL THEN
            v_rating_score := ROUND((v_loc.rating / 5.0) * 20);
          END IF;
          
          v_score := v_profile_score + v_rating_score;
          
          -- Add response rate bonus
          IF v_loc.calculated_response_rate IS NOT NULL THEN
            v_score := v_score + ROUND((v_loc.calculated_response_rate / 100.0) * 30);
          END IF;
          
          -- Freshness bonus
          IF v_loc.updated_at > NOW() - INTERVAL '7 days' THEN
            v_score := v_score + 30;
          ELSIF v_loc.updated_at > NOW() - INTERVAL '30 days' THEN
            v_score := v_score + 20;
          END IF;
          
          RETURN GREATEST(0, LEAST(v_score, 100));
        END;
        $function$
"
--- FUNCTION ---,public,calculate_location_response_rate,p_location_id uuid,numeric,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.calculate_location_response_rate(p_location_id uuid)
 RETURNS numeric
 LANGUAGE plpgsql
 STABLE
AS $function$
        DECLARE
          v_total_reviews INTEGER;
          v_replied_reviews INTEGER;
          v_response_rate NUMERIC(5,2);
        BEGIN
          SELECT COUNT(*) INTO v_total_reviews
          FROM public.gmb_reviews
          WHERE location_id = p_location_id;
          
          IF v_total_reviews = 0 THEN
            RETURN 0;
          END IF;
          
          SELECT COUNT(*) INTO v_replied_reviews
          FROM public.gmb_reviews
          WHERE location_id = p_location_id
            AND has_reply = true;
          
          v_response_rate := (v_replied_reviews::NUMERIC / v_total_reviews::NUMERIC) * 100;
          
          RETURN ROUND(v_response_rate, 2);
        END;
        $function$
"
--- FUNCTION ---,public,calculate_user_response_rate,p_user_id uuid,numeric,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.calculate_user_response_rate(p_user_id uuid)
 RETURNS numeric
 LANGUAGE plpgsql
 STABLE
AS $function$
DECLARE
  location_ids UUID[];
BEGIN
  SELECT ARRAY_AGG(id) INTO location_ids
  FROM public.gmb_locations
  WHERE user_id = p_user_id
    AND is_active = true;
  
  IF location_ids IS NULL OR array_length(location_ids, 1) IS NULL THEN
    RETURN 0;
  END IF;
  
  RETURN calculate_weighted_response_rate(location_ids);
END;
$function$
"
--- FUNCTION ---,public,calculate_weighted_response_rate,location_ids uuid[],numeric,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.calculate_weighted_response_rate(location_ids uuid[])
 RETURNS numeric
 LANGUAGE plpgsql
 STABLE
AS $function$
DECLARE
  total_reviews INTEGER;
  total_replied INTEGER;
  response_rate NUMERIC(5,2);
BEGIN
  SELECT 
    COUNT(*),
    COUNT(*) FILTER (WHERE has_reply = true)
  INTO total_reviews, total_replied
  FROM public.gmb_reviews
  WHERE location_id = ANY(location_ids);
  
  IF total_reviews = 0 THEN
    RETURN 0;
  END IF;
  
  response_rate := (total_replied::NUMERIC / total_reviews::NUMERIC) * 100;
  RETURN ROUND(response_rate, 2);
END;
$function$
"
--- FUNCTION ---,public,clean_old_error_logs,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.clean_old_error_logs()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- Delete error logs older than 90 days
  DELETE FROM public.error_logs
  WHERE created_at < NOW() - INTERVAL '90 days'
  AND resolved = true;
  
  -- Delete info level logs older than 30 days
  DELETE FROM public.error_logs
  WHERE created_at < NOW() - INTERVAL '30 days'
  AND level = 'info';
  
  -- Delete warning level logs older than 60 days
  DELETE FROM public.error_logs
  WHERE created_at < NOW() - INTERVAL '60 days'
  AND level = 'warning';
END;
$function$
"
--- FUNCTION ---,public,cleanup_error_logs,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_error_logs()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  DELETE FROM error_logs
  WHERE created_at < NOW() - INTERVAL '90 days'
  AND resolved = true;
END;
$function$
"
--- FUNCTION ---,public,cleanup_expired_oauth_states,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_expired_oauth_states()
 RETURNS void
 LANGUAGE sql
 SET search_path TO 'public', 'pg_temp'
AS $function$
  DELETE FROM public.oauth_states WHERE expires_at IS NOT NULL AND expires_at < now();
$function$
"
--- FUNCTION ---,public,cleanup_old_activities,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_old_activities()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  DELETE FROM activity_logs
  WHERE created_at < NOW() - INTERVAL '90 days';
END;
$function$
"
--- FUNCTION ---,public,cleanup_old_notifications,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_old_notifications()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  DELETE FROM notifications
  WHERE created_at < NOW() - INTERVAL '90 days'
  AND read = true;
  
  RAISE NOTICE 'Cleaned up old read notifications';
END;
$function$
"
--- FUNCTION ---,public,cleanup_performance_metrics,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_performance_metrics()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  DELETE FROM performance_metrics
  WHERE timestamp < NOW() - INTERVAL '30 days';
END;
$function$
"
--- FUNCTION ---,public,cleanup_rate_limit_requests,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.cleanup_rate_limit_requests()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  DELETE FROM rate_limit_requests
  WHERE created_at < NOW() - INTERVAL '1 hour';
END;
$function$
"
--- FUNCTION ---,public,create_default_client_profile,,trigger,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.create_default_client_profile()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public'
AS $function$
BEGIN
  -- Insert default client profile for new user
  INSERT INTO public.client_profiles (user_id, brand_name, primary_color, secondary_color)
  VALUES (
    NEW.id,
    COALESCE(NEW.raw_user_meta_data->>'full_name', NEW.email, 'My Business'),
    '#FFA500',
    '#1A1A1A'
  )
  ON CONFLICT (user_id) DO NOTHING; -- Don't fail if profile already exists
  
  RETURN NEW;
END;
$function$
"
--- FUNCTION ---,public,create_notification,"p_user_id uuid, p_type text, p_title text, p_message text, p_link text DEFAULT NULL::text, p_metadata jsonb DEFAULT NULL::jsonb",uuid,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.create_notification(p_user_id uuid, p_type text, p_title text, p_message text, p_link text DEFAULT NULL::text, p_metadata jsonb DEFAULT NULL::jsonb)
 RETURNS uuid
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
  v_notification_id UUID;
BEGIN
  INSERT INTO notifications (user_id, type, title, message, link, metadata)
  VALUES (p_user_id, p_type, p_title, p_message, p_link, p_metadata)
  RETURNING id INTO v_notification_id;
  
  RETURN v_notification_id;
END;
$function$
"
--- FUNCTION ---,public,create_oauth_state,"p_user_id uuid, p_ttl_seconds integer DEFAULT 300",text,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.create_oauth_state(p_user_id uuid, p_ttl_seconds integer DEFAULT 300)
 RETURNS text
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public', 'pg_temp'
AS $function$
DECLARE
  v_state text := encode(gen_random_bytes(24), 'hex');
BEGIN
  INSERT INTO public.oauth_states(state, user_id, expires_at) VALUES (v_state, p_user_id, now() + (p_ttl_seconds || ' seconds')::interval);
  RETURN v_state;
END;
$function$
"
--- FUNCTION ---,public,decrypt_token,encrypted bytea,text,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.decrypt_token(encrypted bytea)
 RETURNS text
 LANGUAGE sql
 STABLE
 SET search_path TO 'public', 'pg_temp'
AS $function$
  SELECT pgp_sym_decrypt(encrypted, encode((SELECT key FROM public.secret_keys WHERE id='tokens_encryption'), 'hex'))::text;
$function$
"
--- FUNCTION ---,public,delete_all_users,,void,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.delete_all_users()
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- حذف جميع المستخدمين من جدول profiles
  DELETE FROM public.profiles;

  -- حذف جميع المستخدمين من نظام المصادقة (auth)
  DELETE FROM auth.users;
END;
$function$
"
--- FUNCTION ---,public,encrypt_token,plaintext text,bytea,STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.encrypt_token(plaintext text)
 RETURNS bytea
 LANGUAGE sql
 STABLE
 SET search_path TO 'public', 'pg_temp'
AS $function$
  SELECT pgp_sym_encrypt(plaintext::text, encode((SELECT key FROM public.secret_keys WHERE id='tokens_encryption'), 'hex'), 'cipher-algo=aes256');
$function$
"
--- FUNCTION ---,public,extract_sentiment_topics,analysis jsonb,text[],IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.extract_sentiment_topics(analysis jsonb)
 RETURNS text[]
 LANGUAGE plpgsql
 IMMUTABLE
AS $function$
DECLARE
  topics TEXT[] := '{}';
  topic JSONB;
BEGIN
  IF analysis IS NULL OR analysis->'topics' IS NULL THEN
    RETURN topics;
  END IF;
  
  FOR topic IN SELECT * FROM jsonb_array_elements(analysis->'topics')
  LOOP
    topics := array_append(topics, topic->>'topic');
  END LOOP;
  
  RETURN topics;
END;
$function$
"
--- FUNCTION ---,public,get_aspect_score,"analysis jsonb, aspect text",numeric,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_aspect_score(analysis jsonb, aspect text)
 RETURNS numeric
 LANGUAGE plpgsql
 IMMUTABLE
AS $function$
BEGIN
  IF analysis IS NULL OR analysis->'aspects' IS NULL THEN
    RETURN NULL;
  END IF;
  
  RETURN (analysis->'aspects'->>aspect)::NUMERIC;
END;
$function$
"
--- FUNCTION ---,public,get_dashboard_trends,"p_user_id uuid, p_days integer DEFAULT 30","TABLE(metric_name text, current_value numeric, previous_value numeric, change_value numeric, change_percentage numeric)",STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_dashboard_trends(p_user_id uuid, p_days integer DEFAULT 30)
 RETURNS TABLE(metric_name text, current_value numeric, previous_value numeric, change_value numeric, change_percentage numeric)
 LANGUAGE plpgsql
 STABLE
AS $function$
DECLARE
  v_current_period_start TIMESTAMP;
  v_previous_period_start TIMESTAMP;
  v_period_length INTERVAL;
BEGIN
  v_period_length := (p_days || ' days')::INTERVAL;
  v_current_period_start := NOW() - v_period_length;
  v_previous_period_start := v_current_period_start - v_period_length;
  
  RETURN QUERY
  WITH review_counts AS (
    SELECT
      COUNT(*) FILTER (WHERE r.review_date >= v_current_period_start) as current_reviews,
      COUNT(*) FILTER (WHERE r.review_date >= v_previous_period_start AND r.review_date < v_current_period_start) as previous_reviews
    FROM gmb_reviews r
    JOIN gmb_locations l ON r.location_id = l.id
    WHERE l.user_id = p_user_id AND l.is_active = true
  )
  SELECT 
    'reviews'::TEXT,
    current_reviews::NUMERIC,
    previous_reviews::NUMERIC,
    (current_reviews - previous_reviews)::NUMERIC,
    CASE 
      WHEN previous_reviews = 0 THEN 0
      ELSE ROUND(((current_reviews - previous_reviews)::NUMERIC / previous_reviews::NUMERIC) * 100, 1)
    END
  FROM review_counts;
END;
$function$
"
--- FUNCTION ---,public,get_decrypted_tokens,p_id uuid,"TABLE(access_token text, refresh_token text, expires_at timestamp with time zone)",VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_decrypted_tokens(p_id uuid)
 RETURNS TABLE(access_token text, refresh_token text, expires_at timestamp with time zone)
 LANGUAGE sql
 SECURITY DEFINER
 SET search_path TO 'public', 'pg_temp'
AS $function$
  SELECT public.decrypt_token(access_token_encrypted) AS access_token,
         public.decrypt_token(refresh_token_encrypted) AS refresh_token,
         expires_at
  FROM public.oauth_tokens WHERE id = p_id;
$function$
"
--- FUNCTION ---,public,get_location_trends,"p_location_id uuid, p_days integer DEFAULT 30","TABLE(metric_name text, current_value numeric, previous_value numeric, change_value numeric, change_percentage numeric)",STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_location_trends(p_location_id uuid, p_days integer DEFAULT 30)
 RETURNS TABLE(metric_name text, current_value numeric, previous_value numeric, change_value numeric, change_percentage numeric)
 LANGUAGE plpgsql
 STABLE
AS $function$
DECLARE
  v_current_period_start TIMESTAMP;
  v_previous_period_start TIMESTAMP;
  v_period_length INTERVAL;
BEGIN
  v_period_length := (p_days || ' days')::INTERVAL;
  v_current_period_start := NOW() - v_period_length;
  v_previous_period_start := v_current_period_start - v_period_length;
  
  RETURN QUERY
  WITH location_reviews AS (
    SELECT
      COUNT(*) FILTER (WHERE review_date >= v_current_period_start) as current_reviews,
      COUNT(*) FILTER (WHERE review_date >= v_previous_period_start AND review_date < v_current_period_start) as previous_reviews,
      AVG(rating) FILTER (WHERE review_date >= v_current_period_start) as current_rating,
      AVG(rating) FILTER (WHERE review_date >= v_previous_period_start AND review_date < v_current_period_start) as previous_rating
    FROM gmb_reviews
    WHERE location_id = p_location_id
  )
  SELECT 
    'reviews'::TEXT,
    lr.current_reviews::NUMERIC,
    lr.previous_reviews::NUMERIC,
    (lr.current_reviews - lr.previous_reviews)::NUMERIC,
    CASE 
      WHEN lr.previous_reviews = 0 THEN 0
      ELSE ROUND(((lr.current_reviews - lr.previous_reviews)::NUMERIC / lr.previous_reviews::NUMERIC) * 100, 1)
    END
  FROM location_reviews lr;
END;
$function$
"
--- FUNCTION ---,public,get_profile_history_with_diff,p_location_id uuid,"TABLE(id uuid, operation_type text, created_at timestamp with time zone, created_by uuid, changes jsonb, previous_values jsonb, current_values jsonb)",STABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_profile_history_with_diff(p_location_id uuid)
 RETURNS TABLE(id uuid, operation_type text, created_at timestamp with time zone, created_by uuid, changes jsonb, previous_values jsonb, current_values jsonb)
 LANGUAGE plpgsql
 STABLE
AS $function$
BEGIN
  RETURN QUERY
  WITH ordered_history AS (
    SELECT 
      h.*,
      LAG(h.data) OVER (PARTITION BY h.location_id ORDER BY h.created_at) as prev_data
    FROM public.business_profile_history h
    WHERE h.location_id = p_location_id
  )
  SELECT 
    oh.id,
    oh.operation_type,
    oh.created_at,
    oh.created_by,
    CASE 
      WHEN oh.prev_data IS NULL THEN oh.data
      ELSE jsonb_diff(oh.prev_data, oh.data)
    END as changes,
    oh.prev_data as previous_values,
    oh.data as current_values
  FROM ordered_history oh
  ORDER BY oh.created_at DESC;
END;
$function$
"
--- FUNCTION ---,public,get_review_stats,p_user_id uuid,"TABLE(total_reviews bigint, pending_reviews bigint, responded_reviews bigint, response_rate numeric, avg_rating numeric, positive_count bigint, neutral_count bigint, negative_count bigint)",VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_review_stats(p_user_id uuid)
 RETURNS TABLE(total_reviews bigint, pending_reviews bigint, responded_reviews bigint, response_rate numeric, avg_rating numeric, positive_count bigint, neutral_count bigint, negative_count bigint)
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  RETURN QUERY
  SELECT 
    COUNT(*)::BIGINT as total_reviews,
    COUNT(*) FILTER (WHERE r.has_reply = false AND r.reply_text IS NULL)::BIGINT as pending_reviews,
    COUNT(*) FILTER (WHERE r.has_reply = true OR r.reply_text IS NOT NULL)::BIGINT as responded_reviews,
    CASE 
      WHEN COUNT(*) > 0 THEN 
        ROUND(
          (COUNT(*) FILTER (WHERE r.has_reply = true OR r.reply_text IS NOT NULL)::NUMERIC / COUNT(*)::NUMERIC) * 100, 
          1
        )
      ELSE 0 
    END as response_rate,
    ROUND(AVG(r.rating), 1) as avg_rating,
    COUNT(*) FILTER (WHERE r.rating >= 4)::BIGINT as positive_count,
    COUNT(*) FILTER (WHERE r.rating = 3)::BIGINT as neutral_count,
    COUNT(*) FILTER (WHERE r.rating <= 2)::BIGINT as negative_count
  FROM gmb_reviews r
  INNER JOIN gmb_locations l ON r.location_id = l.id
  WHERE l.user_id = p_user_id;
END;
$function$
"
--- FUNCTION ---,public,get_unread_notifications_by_type,p_user_id uuid,"TABLE(notification_type text, count bigint)",VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_unread_notifications_by_type(p_user_id uuid)
 RETURNS TABLE(notification_type text, count bigint)
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  RETURN QUERY
  SELECT 
    n.notification_type,
    COUNT(*)::BIGINT
  FROM notifications n
  WHERE n.user_id = p_user_id
  AND n.read = false
  AND n.notification_type IS NOT NULL
  GROUP BY n.notification_type
  ORDER BY COUNT(*) DESC;
END;
$function$
"
--- FUNCTION ---,public,get_unread_notifications_count,p_user_id uuid,integer,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.get_unread_notifications_count(p_user_id uuid)
 RETURNS integer
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public', 'pg_temp'
AS $function$
BEGIN
  RETURN (SELECT COUNT(*)::integer FROM public.notifications WHERE user_id = p_user_id AND read = false);
END; $function$
"
--- FUNCTION ---,public,gin_extract_query_trgm,"text, internal, smallint, internal, internal, internal, internal",internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gin_extract_query_trgm(text, internal, smallint, internal, internal, internal, internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gin_extract_query_trgm$function$
"
--- FUNCTION ---,public,gin_extract_value_trgm,"text, internal",internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gin_extract_value_trgm(text, internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gin_extract_value_trgm$function$
"
--- FUNCTION ---,public,gin_trgm_consistent,"internal, smallint, text, integer, internal, internal, internal, internal",boolean,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gin_trgm_consistent(internal, smallint, text, integer, internal, internal, internal, internal)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gin_trgm_consistent$function$
"
--- FUNCTION ---,public,gin_trgm_triconsistent,"internal, smallint, text, integer, internal, internal, internal","""char""",IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gin_trgm_triconsistent(internal, smallint, text, integer, internal, internal, internal)
 RETURNS ""char""
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gin_trgm_triconsistent$function$
"
--- FUNCTION ---,public,gtrgm_compress,internal,internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_compress(internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_compress$function$
"
--- FUNCTION ---,public,gtrgm_consistent,"internal, text, smallint, oid, internal",boolean,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_consistent(internal, text, smallint, oid, internal)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_consistent$function$
"
--- FUNCTION ---,public,gtrgm_decompress,internal,internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_decompress(internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_decompress$function$
"
--- FUNCTION ---,public,gtrgm_distance,"internal, text, smallint, oid, internal",double precision,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_distance(internal, text, smallint, oid, internal)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_distance$function$
"
--- FUNCTION ---,public,gtrgm_in,cstring,gtrgm,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_in(cstring)
 RETURNS gtrgm
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_in$function$
"
--- FUNCTION ---,public,gtrgm_options,internal,void,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_options(internal)
 RETURNS void
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE
AS '$libdir/pg_trgm', $function$gtrgm_options$function$
"
--- FUNCTION ---,public,gtrgm_out,gtrgm,cstring,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_out(gtrgm)
 RETURNS cstring
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_out$function$
"
--- FUNCTION ---,public,gtrgm_penalty,"internal, internal, internal",internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_penalty(internal, internal, internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_penalty$function$
"
--- FUNCTION ---,public,gtrgm_picksplit,"internal, internal",internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_picksplit(internal, internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_picksplit$function$
"
--- FUNCTION ---,public,gtrgm_same,"gtrgm, gtrgm, internal",internal,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_same(gtrgm, gtrgm, internal)
 RETURNS internal
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_same$function$
"
--- FUNCTION ---,public,gtrgm_union,"internal, internal",gtrgm,IMMUTABLE,FUNCTION,"CREATE OR REPLACE FUNCTION public.gtrgm_union(internal, internal)
 RETURNS gtrgm
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/pg_trgm', $function$gtrgm_union$function$
"
--- FUNCTION ---,public,handle_new_user,,trigger,VOLATILE,FUNCTION,"CREATE OR REPLACE FUNCTION public.handle_new_user()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public', 'pg_temp'
AS $function$
BEGIN
  -- Insert profile, handling both email and phone signups
  INSERT INTO public.profiles (id, email, full_name, phone, user_id, created_at, updated_at)
  VALUES (
    new.id,
    new.email, -- Can be NULL for phone signups
    COALESCE(
      new.raw_user_meta_data->>'full_name',
      new.email,
      new.phone,
      'User'
    ), -- Use phone as fallback for full_name
    new.phone, -- Can be NULL for email signups
    new.id, -- user_id should match id
    NOW(),
    NOW()
  )
  ON CONFLICT (id) DO UPDATE
  SET 
    email = COALESCE(EXCLUDED.email, profiles.email),
    full_name = COALESCE(EXCLUDED.full_name, profiles.full_name),
    phone = COALESCE(EXCLUDED.phone, profiles.phone),
    user_id = COALESCE(EXCLUDED.user_id, profiles.user_id),
    updated_at = NOW();
  
  RETURN new;
EXCEPTION
  WHEN others THEN
    -- Log error but don't fail user creation
    RAISE WARNING 'Error creating profile for user %: %', new.id, SQLERRM;
    RETURN new;
END;
$function$
"
